content,Quality,Service,Shipping,Packing
6883,"Thật sự mình thích quyển sách này lâu rồi, nhân dịp này giảm giá nên mình thấy là mua ngay, mình xem qua thì nội dung quyển sách không có gì để chê, hình vẽ và câu chữ dễ thương, nhẹ nhàng, chất giấy tốt, dày dặn. Tuy nhiên điều làm mình thất vọng là cách đóng gói, hộp to hơn sách mà không có thêm bất cứ thứ gì để chống va chạm khi di chuyển nên sách bị cong góc và dập dập nhiều chỗ, bìa sau sách thì có vết dơ và vết hằn chi chít, mình chụp nhiều ảnh hơn nhưng chỉ cho gửi tối đa 5 hình nên mình gửi đại diện thôi chứ không phải chỉ bị bao nhiêu đó. Tuy là chủ yếu chỉ có vấn đề ở phần bìa bên ngoài chứ không làm ảnh hưởng mấy đến nội dung bên trong nhưng mình khá là quý sách, đặc biệt đây là sách mới mua nữa, nên bị như vậy mình thấy khá là buồn và hụt hẫng, mong sẽ không gặp lại trải nghiệm như vậy vào lần sau nữa.",1,,,0
6888,chất lượng ổn.hzjzbdjwhdjddb,,,,0
6889,"đóng gói hàng quá tệ, móp hết cả hộp, chưa biết hành bên trong aao",,,,0
6890,"Giao thiếu sách, đặt 5 giao 4",,,,0
6892,"- Việc đóng gói sản phẩm là sách, vở cần cẩn thận hơn. Khi cuốn từ điển về tới tay tôi thì bị móp méo kha khá.
- Vấn đề lớn nhất là có một số trang bên trong bị rách. Tôi đã mua sách ở Tiki nhiều lần nhưng cuốn  này làm tôi rất thất vọng!!!",,,,0
6898,"Mua 3 cái mà tiki giáo có 1 cái  , tiki giáo mình đồ thiếu lần này là lần 2 rồi",,,,0
6900,Sách bị dơ khi vừa mở sản phẩm,,,,0
6902,sao cuốn sách giá cao vậy mà shop đóng gói sơ sài vậy ạ..cáv nơi khác mua thì họ còn bọc chống sốc mà..đây chỉ bọc mỗi giấy bóng.thế thì bên vận chuyển chả vứt cho công hết góc đây.chán thế,,,,0
6910,k thấy tặng bao da cho mình,,,,0
6915,"Giao nhanh bọc sách bookcare vẫn ok _x000D_
Mình mua sách trên tiki chắc cg dc 10 năm hơn mà giờ thấy bọc hàng chán quá trời quá đất, sách về 3 cuốn bị cong gáy hết cả ba_x000D_
Không hiểu sao tiki tiếc j mấy cái bọc chống sốc mà ko quấn cho sách được một vòng",,,,0
6925,"Shop không biết lừa gạt khách hàng hay quá ẩu tả trong việc đóng gói. Bộ 10 móc nhưng khui hộp ra chỉ có 7 cái. Sợ mình đếm lộn mở ra đếm tới đếm lui cũng chỉ 7 cái. 
Giá trị tuy nhỏ nên không muốn đổi trả, nhưng shop cần làm ăn có trách nhiệm hơn",,,,0
6931,"Mọi lần tiki giao hàng đều khá ok đôi khi bị cong mép chút nhưng vẫn chấp nhận được còn lần này sách đã ko có bọc, bị cong mép, dơ, rách như này mà vẫn giao được là sao? Đây chỉ là vài lỗi ko chấp nhận được.",,,,0
6936,"Sách thì không vấn gì (mới, đẹp,..) nhưng từ đó giờ mình mua sách mọi loại kích cỡ thì mình đều nhận bookcare rất dày và tốt nhưng hôm nay thì lại đưa mình cái bookcare như đồ bao tập học sinh chưa kể nó còn to hơn cuốn sách 1 xíu 🥺",,,,0
6944,"Sách không được bao bọc kĩ, bị rách và móp méo. Thất vọng!",,,,0
6948,"sách quá bẩn giao tới thì bị rất nhiều nếp gấp thậm chí còn quăn sách, sale thì sale chứ chất lượng vẫn phải ok mới giữ được khách nhé?nội dung chưa đọc nhưng ko có bọc sách + bẩn + quăn = 2 sao",,,,0
6951,"đóng gói cũng ổn, nhma không thấy bookmark 🙏🙏🙏",,,,0
6953,"Bìa quyển sách khá là dơ, gáy sách cũng bị móp góc",,,,0
6955,"Giao hàng nhanh, chất lượng nhưng lại bị thiếu bôkmak",1,,1,0
6958,Shop ơi giao về sao lại thiếu bookmark rồi?,,,,0
6962,"gói hàng chưa tốt , sách móp méo",,,,0
6972,"Thời gian giao hàng nhanh, nhưng mình bóc hộp carton đóng hàng ra thì có đúng trơ trọi một quyển sách không bọc nilong, không chống sốc gì. Bìa sách thì gãy gập vài chỗ. Cảm giác như Tiki giao cho mình sách cũ vậy. Rõ ràng mình xem feedback mng mua cuốn này cũng có seal và mình mua những lần trước cũng được bọc seal rất đàng hoàng ???",,,1,0
6977,Mình k chê nội dung. Nhưng bao bì cuốn sách phải nói là rất tệ. Không bọc nilon ở ngoài. Sách bị dơ mép. Kiểu sách trưng bày trong nhà sách xong đem đi giao luôn ấy ạ trời. Sách dơ và cũ như đọc qua rồi ấy. Tệ lắm luôn. Fahasa đóng gói chỉn chu hàng mới cóng hơn ở đây nhiều. Sách mới thì ai lại kẹp bookmark ở giữa vậy ạ,,,,0
6982,"Mua 1 hộp pin mà dán băng keo chằng chịt hộp, ko nguyên tem. Khui ra thì thấy như này đâu, này là shop cố tình bán như vậy cho khách hàng. Quá thất vọng!!!",,,,0
6984,Sách bị rách lớp giấy bọc,,,,0
6985,Shop đóng gói không hề có tâm chỉ có mỗi cái hộp và môht quyển sách để sách nó móp còn tróc keo nx chứ thật không thể hiểu nổi mong bên shop hỗ trợ mình hoàn trả lại đơn hàng(còn bookmark thì đầy đủ),,,,0
6997,Mình đã mua nhiều sách của tiki rồi và mọi lần đều rất ổn nhưng lần này không hiểu sao cuốn sách của mình bị nát một góc ở mấy trang cuối sách trông khá mất thẩm mỹ và thật sự đáng tiếc,,,,0
6999,mới nhìn thấy hộp hàng như thế này thì hú hồn thiệt chứ nhưng mà rất may là hàng còn nguyên vẹn không bị móp méo gì hết nhưng mà đây là lần thứ 2 mình mua sách ở tiki thật sự thất vọng vì lúc nào k bọc chống sóc gì hết á như vậy thì rất dễ bị móp méo hàng.,,,,0
7002,"sách bị bẩn, nhăn góc đến tận mấy quyển. Đóng gói cực kì tệ. đây ko phải là lần đầu tiki mắc lỗi này!",,,,0
7004,"Sách giao đến mình bị cong ở góc mất, đường cắt của bookcare cũng rất ẩu, mong Tiki kiểm tra lại dịch vụ để tốt hơn.",,,,0
7011,"Mình đặt hộp mực in cơ mà sao Shop lại giao tại nghe ah, mong Shop sớm đổi trả hàng cho mình vì hôm giao hàng e mình lấy không kiểm tra mà mình đi công tác nay mới về",,,,0
7014,không túi chống sốc mà bỏ thẳng vào luôn nên bị df 1 chút :),,,,0
7016,"Tiki gửi về sai sản phẩm và sai số lượng. 
Tôi đặt 1 bộ 6 cuốn phát triển tư duy. Nhưng nhận lại 2 bộ 6 cuốn miếng dán thông minh.
Tôi đề nghị được đổi trả hàng. Vì 2 cuốn này không phù hợp với bé nên không sử dụng được.
Rất không hài lòng.",,,,0
7018,Đóng gói ko có lấy nổi 1 lớp bọc chống sốc. Sản phẩm bị trầy xước rất nhiều nhưng ko cho đổi trả,,,,0
7022,"Cuốn sách nhỏ xíu, lượn sóng như hình, bị gấp mép phía sau, mình đã theo dõi tác giả từ lâu nên hi vọng phần nội dung sẽ cứu lại dc phần hình thức đánh giá 2 sao này",,,,0
7023,"Sách có vẻ cũ, bìa bị bẩn, gập và xước, nhiều trang bên trong cũng bị gập nếp. 
Dù là sale đấy nhưng nhìn vẫn buồn buồn.
Mình mua 3 cuốn mà 1 cuốn bị vậy không biết có được hỗ trợ đổi trả không?",,,,0
7025,"Dạo gần đây Tiki đóng hàng đúng chán, mua sách thì ko bọc đàng hoàng, giao hàng đi tỉnh mà đóng gói chỉ có 1 hàng băng keo. Giả sử trời mưa thì hàng bị ướt là chắc rồi, lúc xưa hài lòng về đóng gói hàng hoá đẹp bao nhiêu thì bây giờ thất vọng bấy nhiêu. Hi vọng tiki nâng cấp dịch vụ này",,,,0
7029,Góc sách của mình đã bị gãy khi giao,,,,0
7032,Bên mình chuyển không đúng sản phẩm mình mua. Đề nghị gửi lại đúng sách mình đã mua,,,,0
7034,"Sản phẩm oke. Chắc chắn và phù hợp giá tiền. Tuy nhiên, không gửi màu mình mong muốn. Vì mình muốn nó trùng màu với nội thất trong phòng. Đây là 1 trải nghiệm không vui. Còn lại sản phẩm và shop tư vấn tốt nhé. :( cám ơn shop.",,,,0
7038,Đm đm bị cong r bọc đâu????? giao hàng mau trả lời.Tôi yêu sách như con mà mấy người vứt thế à.Đm không mua nữa giờ,,,,0
7040,"Giao hàng không đúng mẫu, yêu cầu trả lại hàng",,,,0
7045,Không đúng mẫu như hình chọn.,,,,0
7048,"không kèm theo cáp. mình cũng từ mua 1 box từ tiki trading thấy có, box thứ 2 mình mua shop TheGioiTinHoc thì ko có cáp. buồn không hề nhẹ nhé shop.",,,,0
7049,k thấy tặng bao da cho mình,,,,0
7062,"Giao thiếu mình cái nĩa màu đen nhé, mong được Tiki hỗ trợ",,,,0
7070,"đóng gói cẩu thả, sách sau quá trình vận chuyển bị cong mép viền. mình không trông chờ siu mới nhưng ít nhất cũng chêm giấy vào để sách khỏi va đập chứ ạ :), không khác gì sách cũ luôn.",,,,0
7079,"sách rất là bẩn luôn, mong tiki nâng cấp dịch vụ lại",,,,0
7081,Đóng gói sơ sài quá. Bực cả mình!,,,,0
7083,"giao nhanh, sách bị trầy, không seal, thật sự nhận hàng bị hụt hẫng vì hình thức nhưng suy cho cùng thì đọc sách vì nội dung nhỉ? Đối với ai muốn trưng bày thì có lẽ nên đi đến nhà sách mua nha",,,1,0
7090,"Tiki nên cân nhắc lại việc có nên bán linh kiện điện tử nếu không đóng gói được đàng hoàng, sản phẩm thì ok còn đóng gói theo kiểu vứt đại vào cái họp chung với sản phẩm khác mà ko có mút chèn vào hên là nó ko bị hư",,,,0
7093,"Mình mua sách làm quà , cũng mua của tiki trainding nhiều rồi mà lần đầu gặp chuyện này. Sách bị dơ và cũ sao nhân viên gói hàng có thể ko check mà giao cho mình như vậy được. Chất lượng làm nên thương hiệu từ chính hành động của bạn phản ánh cả thương hiệu của bạn. Thất vọng",,,,0
7099,Giao hàng gì trật lất. Đặt kích thước 1m6 * 2m giao cái chà bá lửa. Làm ăn mất uy tín,,,,0
7104,"Tiki giao nhanh nhưng mà sách có hơi xước nhẹ,nội dung thì chưa đọc, hog biết có phải do mình hay không nhưng mà không thấy card ạ",,,,0
7116,Đèn ổn! Giao hàng cũng khá nhanh! Nhưng đặt loại tặng kèm bóng đèn thì lại chả giao bóng đèn????,1,,1,0
7117,Mình đặt mua mẫu này màu vàng nhưng shop lại giao màu hồng.,,,,0
7119,"Lần đầu mua sách ở tiki, giao hàng rất nhanh mới 1 ngày rưỡi sách đã đến tay rồi, nhưng sách không thấy bọc gì cả, 4 quyển chồng lên nhau nhìn khá sơ sài, quyển “tiếng em” thì có chút vết ố vàng ngoài bìa như sách cũ",,,1,0
7128,"Bookcare lần này có vấn đề. Vừa mở ra là bìa bị bung như thế này. Rách mép, bong ra và không thể dùng lại được",,,,0
7139,"Lần đầu mình đánh giá sản phẩm 2 sao với lí do cuốn Những tù nhân của địa lý mình
mua không được gói cẩn thận, chỉ bỏ sách vào hộp bìa cát tông của tiki, quá trình vận chuyển làm móp đầu sách. Hơn thế nữa sách còn bụi và không được mới, mở sách ra rất giống sách cũ đọc rồi.",,,,0
7143,"tiki trading đóng gói quá tệ, thật sự. Đối với 1 đứa yêu sách như mình thì nhìn sách bị df cực kì khí chịu. Lần đầu mình thấy cách gói đơn sách như vậy luôn á. Chỉ 1 lớp nilong mỏng dính xong bỏ vào hộp r quăng thêm 3 miếng nilong k biết có tác dụng gì???!? Hãy xem lại cách gói hàng của mình và gói hàng 1 cách có tâm với ạ. Bực mình thật sự đấy",,,,0
7148,:v ghi kèm bookmark nhưng cuốn mình ko có,,,,0
7154,"Mua màu trắng, gửi màu vàng gỗ. Giờ có 2 cái giá nó lệch màu",,,,0
7155,"Không biết TiKi có nhầm lẫn gì không. Tôi đặt mua Router TPLink 820N, mà khi nhận lại là TPLink TL- WR820N ?????????",,,,0
7175,Mình không hài lòng lắm vì sách khi nhận thì có vế xước như vầy.,,,,0
7178,"Tiki đóng gói không cẩn thận, làm móp góc",,,,0
7181,Hàng ko đc đóng gói kỹ. Bị móp . bị xước. Lần đầu đặt tại đây . ko đc hài lòng lắm,,,,0
7193,đóng gói quá tệ sẽ k mua hàng tại tiki trading nữa,,,,0
7195,Mua bàn phím giao túi ngủ là sao vậy shop,,,,0
7198,"Truyện không có màng bọc nilon => standee nhựa vốn kèm theo không có. Không ngờ Tiki trading làm ăn vớ vẩn như thế đấy. Tập 2, 4 cũng tương tự, thiếu standee vs màng bọc truyện 😑 
Quyển Hanzawa sát thủ số nhọ (Conan) 2 + 3 vẫn có đủ postcard dù ko có màng bọc (nhưng đc bao lại đàng hoàng nên vẫn đủ nhé. Thất vọng về Tiki khi sp thiếu sót mà vẫn đẩy cho khách đc 😑",,,,0
7203,"Khá thất vọng với cách làm việc của tiki thời gian gần đây. Với đơn hàng này, tiki đã tự ý huỷ bookcare của mình mà k hề báo trước. Còn sách mình nhận được lại trong tình trạng khá cũ và bẩn. 
Rất nhiều người đã phàn nàn về vấn đề này trong thời gian gần đây. Tiki cần chú ý hơn",,,,0
7210,Đây có lẽ là cuốn sách may mắn nhất chịu ít thiệt nhất về sự cẩu thả trong cách đóng gói hàng của tiki mà tôi được nhận,,,,0
7212,"Mình đã rất háo hức vì cũng có đợt sale để mua sách nhưng mà lúc nhận đã không bọc chống sóc cẩn thận lại còn không có cả bookmark luôn :(((_x000D_
Thực sự buồn ạ",,,,0
7218,"Cách đóng gói ko có xốp bảo vệ, sách bị móp méo ở góc không rõ là sách đã bị trước hay lúc vận chuyển bị như thế. App có thể tích hợp thêm phần chụp hình ảnh thực tế của sách lúc đóng góp rùi gửi cho khách để tăng tính chân thật cho sp, giảm được khả năng phải đổi trả sp khi khách nhận sp không đúng như ban đầu. Về nội dung sách thì khá chất lượng. Xin chân thành cảm ơn!",,,,0
7234,"Đặt mua pin AA, shop đi giao pin AAA. Khỏi đổi, chấm 2 sao shop làm ăm cẩu thả",,,,0
7239,Nhà bán Giao nhầm sản phẩm,,,,0
7248,"Mình không biết là do sale hay là lần đầu mình đặt sách của shop mà hàng về không có bọc nilon ở ngoài và sách còn giống như là đã được dùng qua một lần, bởi bìa sách mở ra được một cách rất dễ dàng. Mình đã mua rất nhiều sách ở tiki và lần này thật sự rất thất vọng. Mong rằng chuyện bày sẽ không xảy ra lần nữa!",,,,0
7252,"Gói hàng rách nát, 3 chai mực mở nắp.",,,,0
7253,"Sách chỉ đuoejc để trong hộp giấy chứ không hề được bao bọc gì cả, cảm giác cầm đầu tay là biết chắc chắn sách cũ 100%, rất rất rất tệ. Mọi người nên cân nhắc khi mua.",,,,0
7260,"Thật đáng buồn là nhân viên của TIKI làm việc không tốt, mình đặt 2 mã hàng khác nhau nhưng cùng 1 nhãn hiệu nhưng mà TIKI giao cho mình chỉ 1 mã hàng. Thái độ làm việc không tập trung làm thiệt hại cho công ty. Cần phải chấn chỉnh. Tks.",,,,0
7264,sao sách không còn nguyên seal v ạ ?,,,,0
7269,"Tiki gói hàng ẩu với sơ sài quá. Hộp lỏng lẻo, dán có 1 miếng băng keo ngang, không mút xốp gì. May mà 2 cuốn mua chung với Box set này không bị gì. Box set thì bị móp ngay cạnh, dính keo dơ sần sùi",,,,0
7276,k có bọc sách nên hỏng hết cả bìa,,,,0
7277,"Sách mới nhưng đóng sơ sài, hoặc ít nhất trước khi giao hàng, Tiki nên kiểm tra chất lượng sách.
Khi mình nhận được hàng, kiểm tra thì thấy bị bung các trang mục lục ở phần đầu. Mình muốn liên hệ đổi hàng.",,,,0
7279,"Ko cho cao su non thì ngta gắn kiểu gì, dịch bệnh có ra ngoài mua đc đâu",,,,0
7286,"Shop giao hàng thiếu 1 móc , đề nghị giao đủ",,,,0
7287,"Sản phẩm bị cuộn tròn nên khi mở ra sử dụng ko thể phẳng phiu như hình. Các điểm dán giữa miếng xốp và trục xốp cũng ko đều và đủ nên nhiều đoạn miếng xốp bong ra nham nhở. Sau khi cho vào cửa và rút ra để cắt mép cho thẳng đều thì sản phẩm trông như hình. Ngoài ra, độ dài của sản phẩm phù hợp với cửa rộng khoảng 90cm. Nếu cửa chỉ khoảng 60 thì phải cắt bớt đi. Phần còn lại bỏ đi thì phí mà ghép vào cánh cửa còn lại sẽ ko đẹp nữa.",,,,0
7295,"Không có quà tặng đi cùng! Lúc mua giới thiệu có nhưng gởi hàng không có. Thiếu trách nhiệm, thiếu chuyên nghiệp",,,,0
7301,Tiki nên kiểm tra kỹ việc đóng hàng. Giao tới tay khách mà sách gấp lại như thế này là không chấp nhận được.,,,,0
7304,"dù hộp móp méo, xấu hơn hộp mình từng nhận trước đây của tiki nhưng sách cug ko có vấn đề gì. có điều mình mua bookcare và 3 quyển sách thì 2 cuốn dc bọc, 1 cuốn này không bọc nhưng vẫn bị trừ bookcare. mong được tiki hỗ trợ.",,,,0
7313,"Không đúng chủng loại sản phẩm, sạc nhận được là sạc asus, không phải là Msi, chân cắm cũng không vừa để sử dụng",,,,0
7314,"(*) Đánh giá không tính điểm
3 quyển đều bị móp góc sách cả",,,,0
7327,"mình ko nghĩ là nó ọp ẹp đến vậy. cầm ổ điện nhẹ hều, nhựa mỏng dính cũng thấy hơi dội dội",,,,0
7331,"Mình mua 1lúc mấy triệu tiền hàng, 30 quyển, shop giao thiếu 1 quyển, mình liên hệ thì shop bảo chờ tiki_x000D_
Hàng shop bán thì shop phải ktra, và giao bổ sung cho mình, chứ buông 1 câu chờ tiki là sao? Trong khi mình đã liên hệ trực tiếp với shop",,,,0
7333,đóng gói và giao tệ nhìn mà sót,,,,0
7336,giao hàng vớ vẩn. mua 9V 0.6A mà giao thế này,,,,0
7343,Cuốn này Tiki giao cho mình bị cong nên cầm lên trông không được đẹp :(((,,,,0
7344,"Đơn hàng hơn 4 trieu mà shop đóng gói sơ sài , không lót mút chống sốc, hàng điện tử dễ vỡ! Mong Tiki để ý khâu đóng gói nhé! Tôi có gửi kèm hình ảnh hộp hàng khi tôi nhận dc từ shipper",,,,0
7348,"Lần đầu tiên mua hàng mà e thất vọng vậy luôn, bìa sách đẹp ngoại trừ việc phần ven có vết tróc.Trước giờ mua đều k sao cả mà mua đúng quyển mình thích lại bị vậy :(((( hơi buồn
Còn nội dung sách thì khỏi phải bàn r , hợp với những hs sv mới ra trường, những ng đang học cách làm người lớn,... mỗi khi mất động lực mình lại lấy ra đọc",,,,0
7352,Giáo hàng nhanh chưa đc 1 ngày đã đến tay mình r. Nhg mà sách bị móp,,,1,0
7370,"Mình luôn tin tưởng về chất lượng sách của Tiki là hàng chính hãng. Nhưng mình rất không hài lòng về cách đóng gói, vận chuyển của Tiki. Hàng chục quyển sách mình mua về quyển ít thì giá 200k quyển nhiều thì 700k, mà khi nhận về móp hết góc. cảm giác ức chế như kiểu nhận đống giấy vệ sinh vậy. rất thiếu trân trọng đồ của khách hàng. nếu Tiki không cải thiện được việc này. thì chính các bạn không phải ai khác đang tự vả vào mặt mình. và tạo cơ hội cho đối thủ shopee lazada vượt mặt xa hơn",,,,0
7381,"(*) Đánh giá không tính điểm
Móp góc, bìa bị gập, rách seal, bìa bị rách một góc 🙏",,,,0
7390,"đóng gói sơ sài nên sách móp góc, xây xước hết cả.",,,,0
7391,"Sách không thể cũ hơn. mua hàng gần 1 tháng nhận lại được hộp móp méo không 1 miếng sốp hay giấy chống sốc bảo vệ sách, cũng chẳng có nilong bv sách, nó dơ kinh khủng như nhận 1 cuốn sách cũ. Mình mua hàng thanh toán đàng hoàng tại sao nhận lại được như vầy ?",,,,0
7396,"Treo đầu dê bán thịt chó: Đặt mua ram PC3-Bus 1333, giao hàng PC3 Bus 10700(667MHz). Thất vọng",,,,0
7397,Sản phẩm tới tay thì bị cong góc. hộp bị rách 1 lỗ. sách nhìn hơi cũ.,,,,0
7401,sao trong gói không có keo dán tường thế,,,,0
7406,"Giao hàng không đúng ? Đặt bộ 02 nhả kem thì giao có 01 có vẻ như không trung thực với khách hàng, chat thì không trả lời, ôi quá thất vọng, mọi người cần cảnh giác chứ đừng tin quá như mình.",,,,0
7409,"Shop giao hàng ko đúng mẫu_x000D_
Đon hang là pin xanh dương dung lượng 5000mah mà giao hàng màu xanh lá dung lượng 4440mah",,,,0
7412,"Shop giao thiếu hàng để lắp học tủ. Liên hệ shop thì để hỏi kho, nhưng gần cả tháng k thấy trả lời. 
Chăm sóc khách hàng tiki cũng đã liên hệ mấy lần và đã gửi Mail phản ánh. Nhưng cũng chưa thấy giải quyết được vấn đề.",,,,0
7415,Tôi đặt màu xanh lá cây shop Giao sai màu,,,,0
7432,"thật sự mình rất thất vọng về cách đóng gói của tiki , giống kiểu cứ ném quyển sách vào hộp là xong ko để ý coi sách có vấn đề gì ko , của mình bị gập hẳn 1 góc bìa vào luôn.",,,,0
7434,"giao sai màu, đổi 1 lần vẫn giao sai , đổi lần 2 kệ lạc trôi luôn, giờ vẫn chưa nhận đc hàng đổi. Chán chẳng buồn gọi tổng đài luôn, dễ tính mà gặp ca bán hàng quá nhây",,,,0
7435,"Lúc đặt đơn thì hiện có thể bọc bằng bookcare, nhưng khi giao thì do sách đóng theo combo nên không bọc. Tuy nhiên nó chẳng phải là boxset gì cả, chỉ là cái màng nilon thôi, thiết nghĩ tiki nên linh hoạt tháo ra bọc cho khách hoặc ít nhất thêm 1 lựa chọn là bọc hay không. Đằng này không bọc mà mua hàng cứ để bọc được lúc nhận rất là phiền lòng đối vs 1 ng cẩn thận sách như mình. Mình chọn tiki vì có dịch vụ bookcare so với các nơi bán khác thôi. Nên linh hoạt lên. Còn không thì phải để không bọc được để khách chọn cuốn lẻ. Chứ nó không phải là boxset có hộp giấy như mấy bộ series truyện nước ngoài để mà bọc không được. Ngoài ra cũng không thể tự tra cứu đơn đã bị trừ đi mấy cái bookcare, chỉ biết đơn đó có dùng mà trong khi quyển được bọc, quyển lại không.",,,,0
7443,"Đặt 4c mà giao có 1 cái, shop xem lại",,,,0
7452,"đã nhận được bộ phát sóng, tuy nhiên trong giới thiệu có ghi chuyển đổi từ mạng không dây sang mạng có dây nhưng trong cài đặt lại không có chế độ này, cần tiki hỗ trợ sớm hoặc đổi sản phẩm có chế độ này. Cảm ơn mình xin phép để tạm 2 sao.",,,,0
7457,"ơn trời shop bỏ thùng sơ sài, sách gãy góc nhìn xót dã man 🥹",,,,0
7464,"Hộp sản phẩm ộp ẹp, tem bảo hành thì dán ngay chỗ mở, nếu mở hộp để gắn ổ cứng vào chắc chắn sẽ rách tem. Ngoài ra cổng USB type A để cắm vào laptop thì quá chặt.",,,,0
7472,"giao thiếu hàng, mua 10 hủ mà giao có 2 hủ, liên hệ lại với shop thì rất khó khăn không thèm phản hồi, nhưng được cái tiki hỗ trợ đổi trả rất tốt",,,,0
7473,thông báo có thể bọc bookcare nhưng thiếu bookcare,,,,0
7482,"Hàng chụp hình có hộp xịn xò, hàng giao thì bỏ trong túi ny long nhìn rất dỏm chứ xịn gì, để sử dụng đánh giá chất lượng sau",,,,0
7485,"Nhận hàng thấy bìa sách bị nhăn, nhăn do nhà sản xuất chứ không phải do vận chuyển, cảm thấy không hài lòng lắm, còn nội dung chưa đọc nên chưa biết hay không. Lần sau shop đóng hàng hãy check kỹ sách cho KH trước khi đóng gói.",,,,0
8515,"Mua 100 túi, nhưng chỉ có 50 túi. Bán hàng như vậy tôi không thể đánh giá 5 sao được.",,,,0
8517,"cân sai ký. cục yhijt 400gr mà cân thành  13,28kg",,,,0
8520,Shop ban hang kieu gi vay dat kieu nay giao kieu kia lam an vay chet roi,,,,0
8524,Tạm cho 3 sao vì chưa dùng nên không biết hiệu quả. Nhưng áo có đúng một lớp không biết có bị thấm khi đi mưa to không. 3 sao thôi,1,,,0
8529,"Đóng gói cực kỳ ẩu. Đến nơi cái hộp dẹp dúm dó, góc sách bị tróc một mảng. Mang tiếng sàn sách mà ko biết giữ gìn làm mất giá trị truyển truyện",,,,0
8536,Không có bao bìa ni lông sách đứt đoạn kh bảo quản kĩ trước khi giao khách hàng,,,,0
8554,"Lần này bạn nhân viên bọc Bookcare của tiki. vn đang vội.  nên ko cắt mí
 bookcare, ép ko kỹ nên
 bung bung mí ép.",,,,0
8557,"Sách ổn, in rõ nét. Bookmark hai mặt, cứng, in màu đẹp. Giấy mỏng, phổ thông, in chữ ổn nên không sao. Tuy nhiên, Tiki đóng gói hàng quá dở, sách bỏ trực tiếp vào, không có lớp bảo vệ. Vận chuyển tới nơi thì thùng rách, sách cong, móp méo, bề mặt trầy xước, lớp màng bọc cũng bị bục ra. Nhìn thảm hết chỗ nói. Vã quá nên phải mua, nhưng chất lượng khi nhận được thực sự không ổn lắm.",1,,,0
8566,"Chất lượng sách tốt, tuy nhiên mình có đặt bookcare nhưng tiki k bao sách cho bình mà vẫn trừ bookcare của mình._x000D_
Không hài lòng :",1,,,0
8567,"Mình đặt sách như đơn hàng "" Chuyện con chó tên Trung Thành"", mà giờ giao cuốn sách khác ""Con chó nhỏ....""😂😂",,,,0
8572,Sách bọc không kĩ nên nhận sách bị móp góc,,,,0
8581,"Sách có book care rất bực mình_x000D_
Toàn phải cut ra rồi dán lại vào phần bìa cứng chứ để nguyên cầm đọc rất khó chịu_x000D_
mang đi mang lại mà cầm bookcare vài hôm nát hết phần đó",,,,0
8586,Trước giờ đặt không có vấn đề gì cả. Hôm nay nhận hàng thật sự không hài lòng. Mình mua 3 quyển bookcare thì trừ 3 cái mà sách thì chả bọc quyển nào cả,,,,0
8591,có bookcare mà ko làm cho mình. Bị mấy lần rồi,,,,0
8598,Sách mua không có bọc seal có nét gấp như đọc rồi 1 trải nghiệm tệ lần đâu mua tiki,,,,0
8601,"Mua 2 cái găng tay mà giao 1 cái kính, thất vọng về shop quá.",,,,0
8628,Gởi thiếu cái này trong đơn hàng rồi,,,,0
8636,"Giao sai kích thước, đặt 3 tầng 1000 nhưng giao không đúng",,,,0
8639,đặt nhiều mầu thì lại gửi một mầu.  ko nhẽ lại ko lấy,,,,0
8654,"(*) Đánh giá không tính điểm
Shop đóng gói cực kì sơ xài 😢 Không hề có xốp chống sốc j hết khiến cho sách bị df !!! 😢😢😢",,,,0
8661,chọn màu đỏ lại giao màu xanh,,,,0
8671,"Hàng về ko có bọc hay bảo quản j hết nhìn nó bị cũ , sờn bìa sách r nhưng may ko ảnh hưởng quá lớn tới sách
Khâu đóng gói tệ quá mong tiki khắc phục",1,,,0
8678,"giao nhầm hàng, muốn đổi trả sản phẩm nhé shop",,1,,0
8685,"Đặt một xanh một hồng mà giao 2 cái hồng, chưa dùng mà mở ra đã thấy bực",,,,0
8686,Tiki quên bọc Bookcare cho em ở sản phẩm này ạ.,,,,0
8696,Đóng gói không cẩn thận. Làm vỡ mất 1 miếng,,,,0
8707,Gửi nhầm máy bơm r shop oi,,,,0
8711,"mình mua ram hynixx , lại dao hàng kingston . shop lừa đảo",,,,0
8715,"Sách giao bị nhăn góc, 3 cuốn bị hết 2 cuốn.",,,,0
8720,Sách có đầu tư nhưng Tiki không bọc sách cho mình để dính bẩn. Mua quyển sách dày dặn xịn sò mấy trăm mà cái seal bọc ko có rất ko vui,1,,,0
8722,"Chọn mua sách tiki vì có bọc sách mà. Mình đã mua gói bọc sách và lựa chọn, nhưng sách mình nhận được ko có bọc sách. 
Bên Tiki xem lại và phản hồi giúp mình. Cảm ơn!",,,,0
8734,hinh thức gói hàng không đảm bảo thiếu khả năng bảo vệ gói hàng sơ sài,,,,0
8735,"Giao hàng thiếu nhưng lại ko đc hỗ trợ , làm ăn kiểu đổ lỗi , thất vọng về tiki thật sự",,,,0
8736,Giao hàng ko đúng sp yêu cầu mình đặt maximum nhưng lại giao internet mà lười trả hàng nên mình xài tạm luôn,1,,,0
8739,Sản phẩm bao gồm 2 cuốn sách kèm đĩa MP3 nhưng chỉ nhận được 2 cuốn sách,,,,0
