Unnamed: 0,content,Quality,Service,Shipping,Packing
8981,"In bị nhòe, vạch ngang quá xấu",0,,,
8982,Toi thay trong hinh có thanh sắt để treo quần áo sao khi tôi mua về lai ko có thanh treo quần áo vậy,0,,,
8983,Chưa xài nên chưa đánh giá được,1,,,
8984,Chưa thấy xuất hóa đơn VAT shop ơi!,0,,,
8985,"cục sạc hư ko dùng dc, nhắn shop cg ko thấy phản hồi",0,,,
8986,"Bị bít ngay đầu súng, hôm qua lấy ra xài mới biết, không hài lòng",0,,,
8987,Vì tin tưởng tiki lên ko để ý đến chỗ đổ mực. Giờ tháo ra để đổ mực mới biết mình sản phẩm không đúng như mình đặt. Tiki dạo này ko quan tâm đến khách nữa có đơn là giao không kiểm tra đơn hàng shop giao có đúng không,0,0,,
8988,"không thể tệ hơn, lỗ không khớp, mối bắt vít thì chưa tạo ren, ngồi vặn trẹo cả tay cũng k vào dc! mọi người chú ý đừng mua ở đây!",0,,,
8989,Đọc rất chán. Coi review tưởng hay nên mua combo 5 cuốn. Về đọc nội dung cứ lặp lại same same mà toàn những thứ cơ bản chẳng có gì hiểu rõ thêm. Nhất là cuốn tổng quan về sàn thương mại điện tử. Thất vọng tràn trề :((( uổng tiền,0,,,
8990,đèn pin lazer mới mua về sử dụng 1 buổi đã bấm không sáng nữa. yêu cầu đổi cái khác hoặc qua lấy về bán tiếp cho người khác,0,,,
8991,"Trước giờ vẫn rất ủng hộ Tiki đặc biệt là lúc mua hàng điện tử, cả laptop, điện thoại và máy ảnh của mình đều mua ở đây, nhưng đến lúc này thì phải đánh giá 1 sao. Điện thoại nhận được còn nguyên seal nhưng lại có vết trầy xước ngay viền, lúc mình khởi động máy lên rồi mới phát hiện, sau khi liên hệ CSKH thì được báo phải chờ 48h mới có kết quả, trong thời gian đó điện thoại phải tắt nguồn không sử dụng, làm lỡ bao nhiêu công chuyện của mình, tới lúc được phản hồi thì cái gọi là hướng giải quyết của Tiki là không chấp nhận đổi hàng, sau đó tặng cho mình 1 cái voucher mua ốp lưng vô thưởng vô phạt. Mình giải thích rõ là mình không có nhu cầu xài ốp lưng, nên voucher này đối với mình mà nói không có tác dụng, cũng thông cảm cho việc không đổi hàng vì đã bật nguồn và yêu cầu xem xét lại cách giải quyết, thì từ đó đến nay đã 4 ngày, không một cuộc gọi không một email, lờ đi yêu cầu chính đáng của khách hàng. Nếu đây là cách thức CSKH của Tiki, thì mình xin phép từ giờ không ủng hộ nữa, QUÁ THẤT VỌNG!!!!",0,0,,
8992,"Dịch vụ quá tệ, ko mua lại lần 2",,0,,
8993,"vân gỗ đẹp, máy ổn, bx đang sử dụng",1,,,
8994,"Giao hàng đúng hẹn. Sách không bị hư hại gì nhiều, nhưng sao cuốn nào cũng bị bẩn hết vậy ạ??! Cuốn ""Cô gái Brooklyn"" cùng đơn cụng bị bụi đen bám bẩn hệt như này. Đóng gói hàng...CỰC KỲ ẨU!",0,,1,
8995,Quay video bị bắt nét chậm hơn bình thường,0,,,
8996,"Đóng gói ổn , sách đẹp , thơm . nội dung sách không quá đặc sắc",0,,,1
8997,chưa thay chưa đánh giá được,0,,,
8998,Tôi đặt màu xanh lá cây shop Giao sai màu,0,,,
8999,"Giao hàng cũ không bánh xe, móp méo.",0,,,
9000,Mới dùng được 1 tháng đã xuất hiện vết sọc mong được hỗ trợ sớm,0,,,
9001,"Cam vao may kiem tra thi USB bi loi gi do, co san file Bay ba ma ko xoa di duoc. Shop ko ho tro giai quyet hang loi. Chat bao tinh hinh thi tra loi Thai do. Cua re la cua oi. Ko nen mua nhe moi nguoi",0,0,,
9002,đăng ký không sử dụng được,0,,,
9003,"Chưa dùng, nhưng mở hộp ra thì có mày bị gãy",0,,,
9004,"nhìn sách mà buồn vl thề =)))) không có xốp bảo vệ sách luôn í, cứ giao hộp rồi bỏ sách vào thôi, mình mua ba cuốn thì cuồn nào cũng bị móp đầu, xót thiệt sự",,,,0
9005,"Mua 3 hộp: 1 dùng rất OK , bỏ cái thứ 2 ra thì bị gãy hay bật chỗ nào đó không lắp vào được. Có đổi lại được không shop",0,1,,
9006,"Săn sale black friday nên mua được giá hợp lý, Tiki now nên ship rất nhanh, tầm 1 giờ hơn là nhận được sản phẩm…vì mua sản phẩm online có giá trị tiền cao nên cũng hơi lo nhưng Tiki bảo mật trong khâu vận chuyển khá tốt. Còn sản phẩm đang dùng nên chưa có đánh giá được, nói chung hiện tại dùng ổn…hàng chính hãng.",1,,1,
9007,"chảo cầm chắc tay tạm ổn. chỉ có điểm không thích là cảm giá trong lòng chảo k trũng, ở giữa lòng chảo cao hơn 2 bên nên khi chiên  ngập dầu phải đổ hơi nhiều dầu",0,,,
9008,không có gì xuất sắc. vắt còn nhiều nước,0,,,
9009,Sách như sách cũ í thật thất vọng về shop,0,,,
9010,"Chạy được đúng 1 ngày, giờ nó cứ chớp xong tắt, không gửi clip được, quá tệ.",0,,,
9011,Sản phẩm bị lỗi k nên mua,0,,,
9012,"Khoảng cách đo không đúng theo giới thiệu sản phẩm, tia láer quá yếu không đảm bảo theo yêu cầu, chưa có HD sử dụng bằng tiếng Việt.",0,,,
9013,"Sách bụi bặm. Cần xem lại khâu bảo quản, kho chứa hàng!",0,,,0
9014,"Chất lượng sách vô cùng tồi tệ, rất đáng thất vọng, tiếc là Tiki chỉ cho up 5 tấm ảnh. Yêu cầu Tiki đổi trả. Các bạn sắp mua cần cân nhắc.",0,1,,
9015,May không nhận dien được khuôn mặt. Kết noi wifi yếu,0,,,
9016,"đầu cắm không được bọc inox như các cổng usb thường thấy
đầu cắm là nhựa, cho cảm giác khong chắc chắn
dùng thêm mới có nhận xét chính xác
tạm 3*",0,,,
9017,"Ko như quảng cáo, dân đâu bung ra đó. Keo dởm.",0,,,
9018,treo đầu rê bán thịt chó. sản phẩm không giống mô tả. chữ in trên PIN mờ tịt nhìn không rõ. vậy mà giám bốc phét mare in Japan... quá thất vọng về tiki,0,,,
9019,Cuộn băng keo bán kính khoảng 5cm. Có 6 vòng. Tính ra chỉ đc khoảng 60cm thì sao tính được là 2m. Không đúng như miêu tả.,0,,,
9020,"mực in tạm ổn,chữ hơi nhoè",1,,,
9021,Sách giao về không bọc giảm sốc hay seal gì hết,,,,0
9022,"(*) Đánh giá không tính điểm
Hàng dùng tốt đóng gói cẩn thận nhưng hộp sản phẩm bị méo nhàu nát",1,,0,1
9023,"Sách đợt này giao bị xước nhiều, bị dơ và bị nhăn góc :( mình là người hơi kỹ tính nên không thích bị như thế này :( Mong là lần sau có thể bọc sách bằng bịch chống trầy hoặc gì đấy huhu",0,,,
9024,"Gáy tập 10 bất ổn, cả 2 cuốn mua đều bị",0,,,
9025,không có đơn hàng này :(((,0,,,
9026,"Thấy bảo nhận hàng phải có mã otp mới nhận đc mà chẳg thấy j như mớ rau, k biết hàg f.a.ke k hay thậm trí k nhận đc hàng nhân viên giao hàng vẫn tích hợp nhận bình thường",,,0,
9027,"Tốt nhất là các bác nên ra ĐMX hoặc TGDD mà mua cho nhanh và đảm bảo. Đơn hàng giá trị mà phục vụ quá kém. _x000D_
Tiki hỗ trợ quá kém về phần xuất hóa đơn cho khách hàng.",,0,,
9028,Giao hàng quá chậm. Cần khắc phục thời gian giao hàng!,,,0,
9029,"Giao hàng nhanh hơn dự kiến nhưng sách lại bị rách bìa, đây là lần đầu mình bị như vậy 😑😑😑",0,,1,
9030,Mình mua 3 cái mới lắp một cái nhưng độ phủ sóng không bằng wifi của nhà mạng Viettel miễn phí. Nói chung là quảng cáo hoàn toàn sai sự thật. Cài đặt phức tạp mất thời gian. Mua phí tiền.,0,,,
9031,"Mình mới mua, sản phẩm nhìn từ bên ngoài thấy ok. Nhưng khi sử dụng thấy kìm hay bị kẹt, ko bóp đầu j45 được",0,,,
9032,"Lắp nhựa lỏng lẻo, các điểm nối nhựa hơi thô và thừa ko thẩm mỹ lắm.",0,,,
9033,"sách in khá nhiều lỗi, có các lỗi viết tắt khi đánh máy,... nhưng không đáng kể.chất lượng ok",1,,,
9034,"Ko giống ảnh chụp mô tả. Với mức giá nhỉnh hơn những nhà cung cấp khác, sản phẩm này đã không đẹp như kỳ vọng.",0,,,
9035,"Sản phẩm đẹp, chất lượng, đáng mua.
chỉ là tiki giao hàng quá lâu",1,,0,
9036,Sản  phẩm dùng 2-3 hôm bị treo không kết nối vào wifi được. Rút điện khởi động lại lại vào được. Tôi sẽ gửi sản phẩm để bảo hành,0,,,
9037,"Sách nhưng không được bọc trong túi bọc chống sốc, chỉ có mỗi cái hộp. Vận chuyện va đập các thứ rồi sao??",,,,0
9038,"Lừa đảo à? Đặt màu đen thì giao hàng màu trắng, lại còn thu giá cao hơn. Mọi người cẩn thận nhé",0,0,,
9039,"Thật đáng buồn là nhân viên của TIKI làm việc không tốt, mình đặt 2 mã hàng khác nhau nhưng cùng 1 nhãn hiệu nhưng mà TIKI giao cho mình chỉ 1 mã hàng. Thái độ làm việc không tập trung làm thiệt hại cho công ty. Cần phải chấn chỉnh. Tks.",,0,,
9040,sách cũ còn bị rách......,0,,,
9041,"Mình nhận được sách đã gãy góc như vầy, tiki vui lòng đổi quyển khác giúp mình",0,,,
9042,"không ăn điện, rất ko hài lòng",0,,,
9043,Đề nghị tiki giải thích rõ ràng việc tự ý cắt niêm phong và sp k còn nguyên vẹn đánh tráo hàng à. Tiki làm ăn như vậy à? Như này gọi là niêm phong hả?,,0,,0
9044,"Cân khá trầy, độ chính xác không cao lắm vì cân thử cái muỗng inox mà cứ nhảy liên tù tì từ 33,0g đến 33,8g lúc thì số này lúc thì số kia",0,,,
9045,đang đợi đổi hàng. ko biết sao. cho tạm 3 sao vì ko test sp trước khi gửi,1,1,,
9046,Mình đang dùng con này bỏ xó vì không nhận internet khi nối model qua nó. Cắm dây trực tiếp thì được,0,,,
9047,"OkMn ấn vào biểu tượng 3 gạch ngang trên nhóm ấn tắt thông báo đến khi bật lại để k gây ảnh hưởng nhé, vì khi nào có time rảnh em lại đăng sp vào nhóm.
Em cảm ơn ạ!",1,,,
9048,"Sách dịch rất cẩu thả, thiết nghĩ công ty 1980 books xem lại nhóm dịch giả của mình.",0,,,
9049,hàng hoàn toàn khác với hình. Thông số cũng hoàn toàn khác. nói chung đừng mua.,0,,,
9050,"Sách mới nhận chưa đọc, nhưng số trang không khớp với QC. *** tự đánh giá nhé. Mình chưa gặp trường hợp này bao giờ.",0,,,
9051,Có thể đổi lại cho đúng hàng được ko? Mình đặt hàng là adapter đầu 3.0*1.1mm nhưng lại giao hàng là đầu 1.7mm sao dùng được.,,0,,
9052,giao hàng không đúng với quảng cáo,,0,,
9053,HÀNG KHÔNG ĐÚNG NHƯ NHỮNG GÌ SHOP NÓI. Tôi đặt mua TOTOLINK - A720R - Router băng tần kép AC1200. Nhưng thực tế chỉ có 1 băng tần 2.4Ghz. Mặc dù bên trong khi setup vẫn cài đặt 2 băng tầng 2.4Ghz và 5GHz. Nhưng sau khi setup xong thì chỉ có 1 băng tầng 2.4GHz hiên lên ( ngay từ đầu trước khi cài đặc bắt sóng WIFI TOTOLINK thì cũng chỉ 1 băng tầng 2.4). LỨU Ý là trước khi mua hàng này của SHOP tôi đã và đang sử dụng TOTOLINK - A720R - Router băng tần kép AC1200 (mua bên LAZADA của shop khác không phải shop này) cài đặt xong có đủ 2 băng 2.4 và 5Ghz. Xin SHOP trả lời cho tôi biết tại sao hàng của shop1 lại có 1 băng tầng 2.4GHZ ( có khi nào đưa nhầm hàng?),,0,,
9054,"Thấy quảng cáo hay nên mua thử mà hơi thất vọng. Đầu chổi bé như đồ chơi, quét rất khó chịu, phải cúi người nhiều, đưa chổi đường không dài rộng được, mỏi tay. Từ ý đồ thiết kế cho tới thực tiễn không được hoàn hảo lắm. May ra vớt vát được cái treo tiện",0,,,
9055,"pin 5000mA nhưng rất nhanh hết, giao diện không đẹp, camera lên hình màu rất nhạt so  với bên ngoài. chán.",0,,,
9056,"Tiki: Giao hàng nhanh, đóng gói cẩn thận
Sách: Thiếu kiến thức chuyên môn, nội dung lan man không tập trung. Được cái hình thức sách đẹp.",0,,1,1
9057,"Chào shop ! Mình có mua màn hình máy Dell này gần 1 tháng. Vài ngày nay sử dụng thấy có vấn đề về màn hình, lâu lâu màn hình chớp chớp và màu màn hình không chuẩn nữa, màu màn hình bị ám trắng xanh. Mong được phản hồi và Bảo hành máy. Cảm ơn !",0,1,,
9058,"hàng tạm ổn, chất lượng phù hợp giá tiền",1,,,
9059,"cái thứ 2 mình sử dụng, thích nhất : vắt khô, tay cầm êm. ko thích: chốt gài dẻ lau mỏng manh, vải lau đường chỉ thưa....",1,,,
9060,"Có thể mình chưa hợp, nên cảm nhận nội dung chưa thực sự hài lòng",0,,,
9061,"Sách bị bẩn, cong viền bà bụi",,,,0
9062,"Sách viết lan man, tư tưởng không có gì mới.",0,,,
9063,"sản phẩm không có vấn đề gì, tuy nhiên khả năng bắt sóng yếu, tốc độ mạng qua nó giảm, đã cất tủ nó",0,,,
9064,"Shop xem lại giúp, mình mua về in mà mực mờ không lên.",0,,,
9065,"Sách thì 5 sao nhưng vận chuyển mình xin phép đánh giá 1 sao ạ. Do đợt này hội sách nên mình đã đặt khá nhiều trên Tiki, mà mình để ý là đơn vị giao hàng nào, đơn hàng từ kho nào bất kể xa gần thì hộp đựng đều như thế này đây. Có hộp thì sách bên trong còn có túi bọc chứ có hộp thì sách không hề được bọc hay gì luôn ạ. Mong Tiki sớm khắc phục vấn đề này.",1,,0,0
9066,"ko hài lòng,nho xíu ở ngoài ban có 5k, hình thì nguyên bộ,giao mỗi cái lược rác",0,,,
9067,sách của mình đóng gói hơi sơ xài phần bìa ổn không bị sao nhưng phần giấy nó cong queo luôn lúc nhận buồn quá chời luôn á,0,,,0
9068,"Tiki đóng hàng cực kì cẩu thả, đáng lẽ nên lót thêm một miếng xốp hay muốn bảo vệ môi trường gì gì đấy thì ít nhất lót thêm cho mặt trước mặt sau hộp miếng bìa carton hay  keo kiệt nữa thì miếng giấy lộn cũng được để người ta khui hàng k bị rạch phạm vào sách. Mình nghe phàn nàn việc này nhiều rồi nên không dám lấy dao khui mà chỉ dám lấy bút bi mở hộp, cẩn thận hết sức vậy mà rốt cuộc vẫn nguyên đường bút bi vào sách, vì sách quá sát hộp, mở đầu nào cũng dính vào sách, tiki bỏ thêm miếng giấy lộn vào đơn hàng cho khách thì đã không hỏng quyển sách rồi ạ.  Không hiểu sao hộp thì khô ráo mà sách bên trong thì ẩm ướt quặt quẹo, sách lại còn giống như là đã đọc qua rồi, sách đổi trả lấy giao cho khách khác vậy, chán thật sự.",,,,0
9069,"Chỉ được 1, 2 ngày đầu. Còn lại thì chẳng còn gì để nói.  Có thể vì là hàng TQ.",0,,,
9070,"Tập giấy mỏng, Đường kẻ nhạt không đều, có trang rách và dính dơ",0,,,
9071,"1. Thiếu 6 ốc vít
2. Giấy hướng dẫn in đen thui
3. Sản phẩm lắp xong ok",1,,,
9072,"Cán chổi yếu, phần nút cố định ko có tác dụng, nói chung ko hài lòng lắm về sản phẩm",0,,,
9073,"sản phẩm không sử dụng được,  không nhận bất kì ổ cứng nào từ ssd đến hdd 500gb 1tb 4tb đều không nhận, tem bảo hành bị rách.  Ông giao hàng quay xe còn nhanh hơn Hải.  kêu ổng đợi tí kiểm hàng để còn trả,  mới quay lưng ổng chạy mất tiêu ( chắc không nghe mình kêu đợi) .",0,,0,
9074,"sản phẩm như mô tả, muỗng inox sp tặng không hài lòng vì mỏng quá không đẹp hàng tặng có khác",0,,,
9075,"Sách bị mất 10 mấy trang đầu luôn ý, mà mình không biết nhờ hỗ trợ ở đâu, buồn ghê hic",0,,,
9076,"Truyện có trang bị lem mực, đã đổi nhưng vẫn bị, chỉ là dính ít hơn 🙄",0,,,
9077,"Đệm lót mỏng, chân đế mạ bóng xài vài ngày đã bong, nói chung tiền nào của nấy!",0,,,
9078,"Giao hàng có vấn đề, đơn hàng  #878855258 đã giao muộn rồi tuy dịp tết thì không vấn đề gì, nhưng là thành báo giao rồi trong khi ai đó giả mạo chữ ký bảo nhận hàng rồi là thế nào hả Tiki ơi?",,,0,
9079,"mình mua 2 hộp, 1 hộp ok, 1 hộp in bị lỗi, mất khoảng khoảng ngang nguyên trang",0,,,
9080,"Phát sóng k hề ổn định, thường xuyên mất kết nối",0,,,
9081,"Chất lượng truyền tải quá kém, khi cùng 1 mạng tốc độ chỉ bằng  1/9 so với kết nối cáp, chậm hơn rất nhiều so với điện thoại trong khi đó bộ wifi của nhà mạng lan cũng chỉ 100mb. Main mình dùng lan intel 1225-v. Hộp sản phẩm đến nơi bị rách hẳn 1 bên tem niêm phong Tplink không biết do bên vận chuyển hay do nhà bán hàng, hay do ai đó mở ra kiểm tra hàng trước.",0,,1,
9082,"Sách như sách lậu v _x000D_
Mới mua về ktr lật đọc đã bị sức trang r",0,,,
9083,"Về đóng gói và vận chuyển thì ko có vấn đề gì._x000D_
Kích thước sách bằng lòng bàn tay, nội dung cũng ko buồn cười lắm :)",0,,1,1
9084,"Hàng thông số ko đúng như đăng 34Wh mà đăng 47Wh.

Pin cầm ọp ẹp, trọng lượng = 60% so với Pin theo máy.
Không hài lòng với sp",0,,,
9085,"quyển sách dính bụi bặm với nhìn thấy củ kĩ và bị móp ở một góc, gói hàng sơ sài",0,,,0
9086,"SP hoạt động ko ổn định!
Một vài ngày phải reset rồi cài đặt lại",0,,,
9087,"Tiền nào của ấy thôi. Khung tủ rất ọp ẹp, thanh treo đồ cực yếu. Mèo nhảy lên mà đổ rụm được luôn. Tính mua để dùng vài tháng mà được hẳn 1 tháng hỏng.",0,,,
9088,Sản phẩm không đáng để mua. Vì chỉ dùng được một đầu không còn một đầu có như không. mong muốn được trả lại hoặc đổi sản phẩm mới có yheer dùng được hai đầu.,0,,,
9089,"Đã đặt hàng ở Tiki nhiều lần nhưng đây là lần đầu tiên thất vọng với sản phẩm mình nhận được. Cuốn từ điển Oxford này mình mua với giá hơn 400k từ nhà sách FAHASA trên Tiki mà khi nhận sản phẩm thì lại bị quăn mà móp góc như thế này, là một người mê sách, nhất là sách tiếng Anh thì mình cực kì thất vọng. Mong Tiki cẩn thận cho những đơn hàng sau!",0,,,
9090,Nội dung không hay như mong đợi,0,,,
9091,"Bút viết rất mờ luôn , quá thất vọng Không nên mua nha mn",0,,,
9092,"Sách mình mới nhận được 2 ngày, chưa kịp đọc, mới cầm nhẹ đã bung gáy, có vẻ keo dán chưa được chắc chắn. Mong shop sẽ cải thiện hoặc tăng giá sản phẩm lên để nâng cao chất lượng. Mình không hề muốn làm mất miếng cơm của ai, đây chỉ là góp ý, bỏ tiền trăm ra để mua mà sản phẩm như vậy tiếc tiền lắm!",0,,,
9093,"giao hàng nhanh nhưng đóng gói rất sơ sài, chỉ đặt trong hộp bìa k có chống sốc nên móp khá nhiều chỗ (h/a mang t/c nhận xu)",,,1,0
9094,"siêu dính đâu không thấy, treo mỗi cái đồng hồ chưa đến 200gram cũng bong ra, rơi xuống",0,,,
9095,Đặt 4g mà gửi máy 3g là sao... Rất là ko hài lòng về sản phẩm.. cực kỳ bực mình,0,,,
9096,"Cảm ơn công sức tác giả đã viết sách.
Tuy nhiên, xét trên phương diện khách quan, đây là quyển sách mà cá nhân mình thấy phí tiền mua nhất.
- Nội dung: Liệt kê, định nghĩa các kênh online,...cái này chỉ dành cho mấy bạn sinh viên, chưa biết gì (Thậm chí sinh viên cũng biết hết rồi).
- Bán lẻ online mà lại nêu các ví dụ về ông lớn như P&G,....Nó không liên quan vì sự thành công của các thương hiệu này không chỉ ở ""bán hàng online"" như quyển sách nêu. 
- Giọng văn hời hợt, không có gì là thực chiến cả. Những nội dung này có thể gặp bất cứ chỗ nào trên mạng. Không nhất thiết phải viết thành sách.
- Sai lỗi chính tả ở rất nhiều chỗ. 😐

Đây là lần đầu mình feedback trên Tiki. Nhưng thật sự mình đánh giá thấp về giá trị quyển sách mang lại.
Mình thấy sách được quảng cáo rầm rộ nên không check kỹ tác giả. Xin lỗi mình nói thẳng, tác giả cũng chỉ là 1 trong số mấy bạn chạy ads lâu năm rồi viết sách. Thiếu thực chiến và sự sâu sắc cũng như truyền động lực, khai sáng tư duy. 

Mấy review tốt không biết có phải là seeding từ người nhà hay không. Chứ sách không khác gì bán cho trẻ con!",0,,,
9097,"Giao sản phẩm không đúng mô tả. Thiếu phần hạt lọc._x000D_
Cùng một SKU hàng mình đặt lần 1 giao đúng, lần 2 và 3 tráo hàng.",,0,,
9098,Mới nhận sách mở ra đọc thiệt bất ngờ sao có nhiều trang trắng đến như vậy. Lần đầu tiên gặp vậy luôn,0,,,
9099,"hàng vừa mở đã bị móp, bình bằng thép không gỉ cứng cáp  bị móp thế này mà vẫn giao cho khách , đề nghị tiki đổi hàng.",0,,,
9100,"Hàng quá xấu, như đồ cũ. Quá sai lầm khi mua sản phẩm,",0,,,
9101,Có bộ nào nhỏ hơn không ạ,0,,,
9102,Giao hàng không có hóa đơn VAT,,0,,
9103,Ghế không chịu được lực ngồi ngả lưng,0,,,
9104,Hộp nhan có 90 cây thôi mà không có mùi thơm của Trầm nói chung là rất tệ,0,,,
9105,Thái độ nhân viên giao hàng rất tệ,,,0,
9106,"tôi rất không hài lòng
tôi mới nhận máy chiều nay. trên vỏ hộp ghi made in china chứ k phải japan như trên thông tin sản phẩm.mở máy ra tôi thấy ở đáy máy có tem nhưng bị rách. hộp mực k có bất cứ tem mác nào và k có tem bảo hành nào cho hộp mực. Tiki trả lời giúp tôi đây có phải là hàng chính hãng hay k. tôi muốn hòa trả lại.",0,,,
9107,sao pin sac hoi lau minh muon lan sau gui pin khoe them,0,,,
9108,Đặt màu đen kèm cover nhưng nhận máy xanh denim không có cover,0,,,
9109,Thiếu mất cái tấm dán tường?,0,,,
9110,gặp vấn đề khi mua hàng của lada đa nhắn tin là không có hàng  sau mua hàng tiky đặt mua 1côc thì đưa 2 cái thương anh giao hàng nên nhận cả 2  vào nhà 1coocs bị vỡ do tin tương không kiểm tra,0,,,
9111,"Mua về dùng được khoảng 1 tháng là bị như vậy, mặc dù mình luôn để trong túi vải bọc. Mình cảm thấy thất vọng về sản phẩm này. hic hic",0,,,
9112,"Dùng không chắc chắn, gạt khóa khó dùng",0,,,
9113,"Mua hàng từ hôm 11/11 rồi nhưng bây giờ mới đánh giá. Cho 1 sao tại vì thời gian giao hàng lâu, đợi cả tuần mới nhận được. Tưởng là gửi hàng từ miền nam ra miền bắc thường lâu như vậy tại vì cũng đã từng mua đồng hồ của tgdd và cũng mất 1 tuần mới nhận được, mua thuốc của Long Châu vận chuyển từ nam ra bắc cũng lâu như vậy. Ai ngờ dạo này đặt 3 đơn bên *** cũng là vận chuyển từ nam ra bắc mà 2 đơn 3 ngày đã nhận được, 1 đơn thì 4 ngày. Cảm giác mất cả tuần trời ngóng món hàng mình mua cực kỳ 😡",,,0,
9114,sản phẩm lỗi không xài được,0,,,
9115,Sách không được bọc bằng bất kỳ loại giấy bọc nào nên mép sách cũ và nhăn,,,,0
9116,"Đóng gói sơ sài, không có bao co sách, sách bị bẩn nhiều chỗ. Trang sách giấy đẹp.",1,,,0
9117,Sách giả hay gì mà mất cả đống trang lấy gì coi? Đề nghị đổi cuốn khác,0,,,
9118,"Mình mua 2 sản phẩm này, nhưng cái hộp đựng giấy vệ sinh nhìn chất liệu nhựa, hộp cartoon bên ngoài và đóng gói bên trong, cảm quan khác xa cái hộp đựng kem đánh răng (hộp đựng kem đánh răng rất xịn sò, hộp cartoon có thông tin, có xốp an toàn, có tờ hướng dẫn bằng tiếng trung,), cảm giác hộp đựng giấy là HÀNG NHÁI hay sao ah",0,,,
9119,"rất mong chờ sản phẩm lần này về nhưng khi về thì thất vọng toàn tập với tiki, sản phẩm gì mà lỗi không, lần sau làm ăn kỹ càng hơn đi tiki ơi",0,,,
9120,chat lương tương đối ổn. riêng cuôn bé trưng minh vứt luôn ko dám xem. hinh ảnh khiến ngươi lớn con sợ huông chi e bé. ko phì hợp với bé,1,,,
9121,chỉ lắp được cửa nhỏ cửa to nặng không dùng được,0,,,
9122,"máy in mình mới mua, nhưng mực chỉ bơm lên bên mực đen, mực màu không lên được
AI giúp mình với ag",0,,,
9123,Dụng cụ này dùng được còn về lâu dài k biêt như thế nào,1,,,
9124,"Gói hàng k kĩ, hộp kép clg, làm bìa bị moop góc",,,,0
9125,"Không sử dụng đc, yêu cầu được hoàn hàng hoặc bảo hành",0,,,
9126,mới vừa mua hôm nay về test bi lỗi sọc dọc giờ làm sao để đổi trả sp ạ,0,,,
9127,sào phơi đồ yếu quá xài chưa được tháng nó bị nghiên,0,,,
9128,"Mô tả sp lúc ghi PC, lúc ghi PP, và mua về thù dưới đáy có chữ PC cực kì mờ, mờ tới độ con số trên đó ko đọc nổi, nhưng hình như là số 7.",0,,,
9129,Poster cứng mà nhà bán đi gấp lại bỏ chung với sách thì quá thất vọng :((,0,,,
9130,"Hàng đúng mẫu, giao nhanh",1,,1,
9131,"Nhà sách gửi nhầm sách cho em rồi ạ. Em đặt cuốn Đừng chạy theo số đông, nhà sách lại chuyển cho e cuốn “ Khi hơi thở hoá hư không. Em phải làm gì bây giờ ạ?",,0,,
9132,"Không sử dụng được cho wifi unifi ax, không hiện tên cột sóng là My Home trong khi điện thoại iphone nhìn thấy. Đc cái tiki giao hàng nhanh",0,,1,
9133,Dùng được không có vấn đề gì,0,,,
9134,"Sản phẩm tương đối tốt, bên ngoài thì bọc khá đẹp nhưng bên trong hơi bẩn có lông sợi gì đó và cao su thủng lỗ chỗ. Ngồi thì êm, đỡ đau mông hẳn khi ngồi lâu nhưng bị bí với nóng. Trừ thêm 1 sao do tờ cảm ơn thái độ lồi lõm. Sửa lại dùm thành quý khách gặp vấn đề vui lòng liên hệ shop trước khi đánh giá thì thiện cảm hơn nhá.",0,0,,
9135,"Chào Tiki, trong rất nhiều lần mình mua hàng từ Tiki thì đây là lần đầu tiên mình nhận được một đơn hàng không hề hoàn chỉnh. Mình không biết trong quá trình vận chuyển thì nhân viên có giữ gìn đơn hàng của khách hay không nhưng đơn hàng sách của mình thì khả năng để bị thấm nước rất cao vì khi nhận được hàng bìa sách của mình bị rộp, bong ra, có vệt nước và dơ. Đơn hàng của mình có 4 cuốn sách thì cả 4 cuốn đều bị nhưng cuốn sách này là bị nặng nhất. Mình rất thất vọng. Mình hi vọng Tiki sẽ kiểm tra lại quá trình vận chuyển, nên gìn giữ đơn hàng nhất là đơn hàng sách. Mình cảm ơn.",,,0,
9136,"Hi shop, mình nhận được hàng ngày 19/06/2020. Hôm nay (20/06/2020) mới rảnh để lắp. Lắp xong mới phát hiện là bị thiếu 1 miếng trên đầu. Shop hỗ trợ giao miếng đó giúp mình với. Mình cảm ơn",1,,,
9137,"Sách chán, đọc vui chứ cũng không có nội hàm gì lắm",0,,,
9138,Vẫn biết sản phẩm sale thì có thể không được chỉn chu. Nhưng như thế này thì khá thất vọng rồi. Lần đầu mua sách trên Tiki mà nhận được sản phẩm như này.,0,,,
9139,quạt có số W hơi nhỏ nên cân nhắc nhé,0,,,
9140,giao không đúng sản phẩm đang đợi tiki phản hồi,,0,,
9141,"hàng vận chuyển bị vỡ, đóng gói chưa đảm bảo",,,0,0
9142,Dùng chuột không ăn nhưng sài các phím thì được,1,,,
9143,"mua 02 chiếc (cùng mã), 01 cái chất lượng ok, còn cái thứ 2 thì hình ảnh mờ, không rõ nét, hơi thất vọng. Chất lượng không ổn định!",0,,,
9144,"Chất lượng kém, bắt sóng 3g-4g kém. mn không nên mua.",0,,,
