id,title,content,rating
,Hài lòng,"Giao hàng nhanh, đóng gói cẩn thận, điện thoại đẹp chất lượng, shop phục vụ tuyệt vời, phản hồi nhanh, hỗ trợ tận tình",5
,Cực kì hài lòng,"Giao hàng nhanh. Shop rất dễ thương nhiệt tình. Mình đặt nhầm màu, nhắn tin hỏi shop vẫn hỗ trợ đổi màu khác. Chuông đt dịu nhẹ vừa đủ nghe. Âm thanh thoại nghe tốt.",5
,Cực kì hài lòng,"hàng ổn, như mô tả, đã dùng được vài tháng, chưa gặp rắc rối gì",5
,Cực kì hài lòng,"Nhận được hàng nhanh
Đóng gói cẩn thận
Xài tới giờ chưa thấy có vấn đề gì",5
,Hài lòng,,4
,Hài lòng,,4
,Cực kì hài lòng,Giao hang nhanh .đien thoai Nhỏ gọn. Dùng khá ok .,5
,Cực kì hài lòng,"Hàng xinh xẻo, âm lượng vừa đủ nhẹ nhàng. Giá cả hợp lý",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm tốt, đóng gói cẩn thận.  Giao hàng nhanh",5
,Cực kì hài lòng,Shop hỗ trợ xuất hoá đơn nhanh chóng. Cảm ơn shop,5
,Cực kì hài lòng,"Sản phẩm rất tốt, phù hợp với giá tiền",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Điện thoại xài nghe rõ, chuông to",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,SP tốt,5
,Cực kì hài lòng,Xài ok,5
,Hài lòng,,5
,Hài lòng,"Giao hàng nhanh, đóng gói cẩn thận, điện thoại đẹp chất lượng, shop phục vụ tuyệt vời, phản hồi nhanh, hỗ trợ tận tình",5
,Cực kì hài lòng,"Giao hàng nhanh. Shop rất dễ thương nhiệt tình. Mình đặt nhầm màu, nhắn tin hỏi shop vẫn hỗ trợ đổi màu khác. Chuông đt dịu nhẹ vừa đủ nghe. Âm thanh thoại nghe tốt.",5
,Cực kì hài lòng,"hàng ổn, như mô tả, đã dùng được vài tháng, chưa gặp rắc rối gì",5
,Cực kì hài lòng,"Nhận được hàng nhanh
Đóng gói cẩn thận
Xài tới giờ chưa thấy có vấn đề gì",5
,Hài lòng,,4
,Hài lòng,,4
,Cực kì hài lòng,Giao hang nhanh .đien thoai Nhỏ gọn. Dùng khá ok .,5
,Cực kì hài lòng,"Hàng xinh xẻo, âm lượng vừa đủ nhẹ nhàng. Giá cả hợp lý",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm tốt, đóng gói cẩn thận.  Giao hàng nhanh",5
,Cực kì hài lòng,Shop hỗ trợ xuất hoá đơn nhanh chóng. Cảm ơn shop,5
,Cực kì hài lòng,"Sản phẩm rất tốt, phù hợp với giá tiền",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Điện thoại xài nghe rõ, chuông to",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,SP tốt,5
,Cực kì hài lòng,Xài ok,5
,Hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,May be batch that failed ram test. Regularly needs a reboot. I don't know if this is tiki or Amazon's fault yet.,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,May be batch that failed ram test. Regularly needs a reboot. I don't know if this is tiki or Amazon's fault yet.,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Không hài lòng,"Sản phẩm đúng với giá tiền, dùng tạm ổn thôi. Pin 5000 nhưng sụt nhanh
nên cố thêm 1 chút lấy máy cao hơn.",2
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm tốt đúng chất lượng hình ảnh..,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Không hài lòng,"Sản phẩm đúng với giá tiền, dùng tạm ổn thôi. Pin 5000 nhưng sụt nhanh
nên cố thêm 1 chút lấy máy cao hơn.",2
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm tốt đúng chất lượng hình ảnh..,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Chữ nét, độ phân giải cao, cảm giác cầm nắm vừa tay. Máy khá nhẹ nên đọc lâu sẽ ko bị mỏi.
Mình đặt tiki now nên giao luôn sau vài tiếng.
Khá hài lòng. 5 sao cho shop và tiki! 👍",5
,Cực kì hài lòng,"Dễ sử dụng, cần một chút vốn tiếng anh để sử dụng khi thao tác đăng nhập, đăng ký, có thể liên kết với điện thoại, tải sách trực tiếp ko cần qua cap",5
,Cực kì hài lòng,Máy xịn nguyên seal mình hài lòng nha,5
,Cực kì hài lòng,"Cảm ứng tạm được, máy ổn, pin trâu, đọc k bị mỏi mắt",5
,Cực kì hài lòng,"Là newbie thì máy basic rất oke, đầy đủ chức năng cần thiết, màn hình 6inch cũng đủ lớn ròi. 
Shop bán rẻ trong thị trường",5
,Cực kì hài lòng,"đóng gói chắc chắn, đẹp, giá phù hợp, quá đỉnh",5
,Cực kì hài lòng,Máy mới nguyên seal. Giá rẻ nhất thị trường tại thời điểm mình mua.,5
,Cực kì hài lòng,"hàng đúng mô tả, máy đọc sách tốt",5
,Cực kì hài lòng,Máy rất đẹp. Chữ đọc rât rõ nét như sách giấy. Usb type C siêu tiện lợi. Pin lâu.,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,"Máy mới, ngon",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Chữ nét, độ phân giải cao, cảm giác cầm nắm vừa tay. Máy khá nhẹ nên đọc lâu sẽ ko bị mỏi.
Mình đặt tiki now nên giao luôn sau vài tiếng.
Khá hài lòng. 5 sao cho shop và tiki! 👍",5
,Cực kì hài lòng,"Dễ sử dụng, cần một chút vốn tiếng anh để sử dụng khi thao tác đăng nhập, đăng ký, có thể liên kết với điện thoại, tải sách trực tiếp ko cần qua cap",5
,Cực kì hài lòng,Máy xịn nguyên seal mình hài lòng nha,5
,Cực kì hài lòng,"Cảm ứng tạm được, máy ổn, pin trâu, đọc k bị mỏi mắt",5
,Cực kì hài lòng,"Là newbie thì máy basic rất oke, đầy đủ chức năng cần thiết, màn hình 6inch cũng đủ lớn ròi. 
Shop bán rẻ trong thị trường",5
,Cực kì hài lòng,"đóng gói chắc chắn, đẹp, giá phù hợp, quá đỉnh",5
,Cực kì hài lòng,Máy mới nguyên seal. Giá rẻ nhất thị trường tại thời điểm mình mua.,5
,Cực kì hài lòng,"hàng đúng mô tả, máy đọc sách tốt",5
,Cực kì hài lòng,Máy rất đẹp. Chữ đọc rât rõ nét như sách giấy. Usb type C siêu tiện lợi. Pin lâu.,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,"Máy mới, ngon",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,"Nên mua redmi 13 rẻ hơn 2tr hoặc mua 13 pro 5G ( giá tương đương ở Xiaomi )
Bởi vì không viết rõ đây là bản 4G nên mình tưởng chỉ có 1 phiên bản là 5G mới mua.
Cho 4* vì màn hình khá đẹp, viền mỏng..

Bỏ thêm 2 triệu để mua Redmi 13 Pro vì cái CPU, ai ngờ đây là bản 4G dùng CPU Helio G99
May là mua cho mẹ mình dùng chứ mua cho mình thì chỉ còn 2 sao thôi

Ai định mua thì nên mua Redmi 13 được rẻ hơn 2tr hoặc mua redmi 13 pro 5G nhé, đừng mua máy này !",4
,Cực kì hài lòng,Cũng tùy thuộc mọi người tham khảo.tôi cảm thấy tốt ạ 🫰 camera cũng chụp đẹp,5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Hài lòng,"Nên mua redmi 13 rẻ hơn 2tr hoặc mua 13 pro 5G ( giá tương đương ở Xiaomi )
Bởi vì không viết rõ đây là bản 4G nên mình tưởng chỉ có 1 phiên bản là 5G mới mua.
Cho 4* vì màn hình khá đẹp, viền mỏng..

Bỏ thêm 2 triệu để mua Redmi 13 Pro vì cái CPU, ai ngờ đây là bản 4G dùng CPU Helio G99
May là mua cho mẹ mình dùng chứ mua cho mình thì chỉ còn 2 sao thôi

Ai định mua thì nên mua Redmi 13 được rẻ hơn 2tr hoặc mua redmi 13 pro 5G nhé, đừng mua máy này !",4
,Cực kì hài lòng,Cũng tùy thuộc mọi người tham khảo.tôi cảm thấy tốt ạ 🫰 camera cũng chụp đẹp,5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng chính hãng mobell.máy đẹp cứng cáp.shop giao hàng nhanh. Giá cả ôk,5
,Hài lòng,,4
,Cực kì hài lòng,Hàng chính hãng mobell.máy đẹp cứng cáp.shop giao hàng nhanh. Giá cả ôk,5
,Hài lòng,,4
,Cực kì hài lòng,Hàng giao đúng mẫu,5
,Cực kì hài lòng,Hàng giao đúng mẫu,5
,Cực kì hài lòng,"Đập hộp thấy khá ngầu.Cầm pova 5 khá đầm tay, mặt sau làm nhựa bóng nên k thích lắm lúc nhìn hình tưởng mặt lưng nhám nên thấy thua mặt lưng của pova 3. Màn hình lướt mượt cảm giác khá chill. K phải dân thích chụp hình nên có thể k chính xác nhưng cảm giác chụp hình pova 3 lên đẹp hơn con pova 5 này. Game chạy tốt ... Với tầm giá này mà cho đc trải nghiệm cao là quá ổn áp... Đáng mua. 4.8/5",5
,Hài lòng,"Chơi game ổn, mạng ổn, có ứng dụng sinh đôi tiện lợi. Có thể thu nhỏ ứng dụng dúng đè lên ứng dụng khác. Nhưng không biết sao sau 3 tháng dùng youtube không thu nhỏ được nữa. Máy hay tự động tắt màn hình khi đang dùng. 
Giá rẻ.",4
,Cực kì hài lòng,"Mình nhận hàng cũng lâu, để Su dụng xem thế nào, máy sử dụng cũng OK nhiều chức năng nghe gọi cũng tốt.con bên ko phải xem thời gian.nhà bán hàng ít ghép tn , cũng không thích tư vấn QT khách nhiều",5
,Cực kì hài lòng,"Đúng như mô tả, sẽ ủng hộ các sp khác về sau này.",5
,Cực kì hài lòng,"Ngoại hình đẹp, giao nhanh , giá rẻ , chất lượng thì phải xem thời gian",5
,Cực kì hài lòng,Quá ok trong tầm giá.,5
,Cực kì hài lòng,"Giao hàng nhanh, đúng như mô tả. Điện thoại đẹp, cấu hình mạnh.",5
,Cực kì hài lòng,"Máy tốt , đúng màu. Đúng phân loại , pim trâu máy mát",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sảm phẩm quá ok với tầm giá 😍😍😍,5
,Cực kì hài lòng,ok,5
,Cực kì hài lòng,Máy đẹp..mượt mà 💚💚,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Quá tuyệt vời,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Đập hộp thấy khá ngầu.Cầm pova 5 khá đầm tay, mặt sau làm nhựa bóng nên k thích lắm lúc nhìn hình tưởng mặt lưng nhám nên thấy thua mặt lưng của pova 3. Màn hình lướt mượt cảm giác khá chill. K phải dân thích chụp hình nên có thể k chính xác nhưng cảm giác chụp hình pova 3 lên đẹp hơn con pova 5 này. Game chạy tốt ... Với tầm giá này mà cho đc trải nghiệm cao là quá ổn áp... Đáng mua. 4.8/5",5
,Hài lòng,"Chơi game ổn, mạng ổn, có ứng dụng sinh đôi tiện lợi. Có thể thu nhỏ ứng dụng dúng đè lên ứng dụng khác. Nhưng không biết sao sau 3 tháng dùng youtube không thu nhỏ được nữa. Máy hay tự động tắt màn hình khi đang dùng. 
Giá rẻ.",4
,Cực kì hài lòng,"Mình nhận hàng cũng lâu, để Su dụng xem thế nào, máy sử dụng cũng OK nhiều chức năng nghe gọi cũng tốt.con bên ko phải xem thời gian.nhà bán hàng ít ghép tn , cũng không thích tư vấn QT khách nhiều",5
,Cực kì hài lòng,"Đúng như mô tả, sẽ ủng hộ các sp khác về sau này.",5
,Cực kì hài lòng,"Ngoại hình đẹp, giao nhanh , giá rẻ , chất lượng thì phải xem thời gian",5
,Cực kì hài lòng,Quá ok trong tầm giá.,5
,Cực kì hài lòng,"Giao hàng nhanh, đúng như mô tả. Điện thoại đẹp, cấu hình mạnh.",5
,Cực kì hài lòng,"Máy tốt , đúng màu. Đúng phân loại , pim trâu máy mát",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sảm phẩm quá ok với tầm giá 😍😍😍,5
,Cực kì hài lòng,ok,5
,Cực kì hài lòng,Máy đẹp..mượt mà 💚💚,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Quá tuyệt vời,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"mua được hàng chính hãng, dể sử dụng, hài rất hài lòng. cảm ơn shop nhiều.",5
,Cực kì hài lòng,"Cái này nhỏ gọn, dùng treo ở cầu thang rất tiện. Hàng ok nha.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"mua được hàng chính hãng, dể sử dụng, hài rất hài lòng. cảm ơn shop nhiều.",5
,Cực kì hài lòng,"Cái này nhỏ gọn, dùng treo ở cầu thang rất tiện. Hàng ok nha.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sp chính hãng. Loa to sóng khỏe. Pin trâu. Giá rẻ hợp túi tiền. Nên mua.giao hàng nhanh,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,.,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sp chính hãng. Loa to sóng khỏe. Pin trâu. Giá rẻ hợp túi tiền. Nên mua.giao hàng nhanh,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,.,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,"Giao hàng nhanh, máy nguyên seal, có tem nhập khẩu đầy đủ...
Tóm lại hàng chuẩn.",5
,Cực kì hài lòng,"Giao hàng nhanh, máy nguyên seal, có tem nhập khẩu đầy đủ...
Tóm lại hàng chuẩn.",5
,Cực kì hài lòng,"Máy ổn, đóng gói cẩn thận",5
,Cực kì hài lòng,"Máy ổn, đóng gói cẩn thận",5
,Cực kì hài lòng,Hàng chính hãng Cty. Máy chất. Giao hàng nhanh,5
,Cực kì hài lòng,Hàng chính hãng Cty. Máy chất. Giao hàng nhanh,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,đẹp,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,đẹp,5
,Cực kì hài lòng,"Mới sử dụng nhưng thấy quá ổn với giá, đời không mới nhưng cấu hình tốt",5
,Cực kì hài lòng,Ok ok.nguyên seal.giao nhanh máy đẹp.,5
,Cực kì hài lòng,Nguyên seal fpt nha,5
,Cực kì hài lòng,Hàng OK!,5
,Cực kì hài lòng,Đt xài rất tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Rất không hài lòng,Mặt dưới đơn hàng bị rách,1
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,"Mới sử dụng nhưng thấy quá ổn với giá, đời không mới nhưng cấu hình tốt",5
,Cực kì hài lòng,Ok ok.nguyên seal.giao nhanh máy đẹp.,5
,Cực kì hài lòng,Nguyên seal fpt nha,5
,Cực kì hài lòng,Hàng OK!,5
,Cực kì hài lòng,Đt xài rất tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Rất không hài lòng,Mặt dưới đơn hàng bị rách,1
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Không hài lòng,"Thấy review cũng ngon lành mua nhưng xài những ứng dụng như face, zalo, mess đều có lỗi.
Kiểu đơ lag vậy ạ",2
,Cực kì hài lòng,"TIKI,giao máy điện thoại itel s23 ,sử dụng rất tốt,máy ngoại hình đẹp,lần sau tôi sẽ giới thiệu bạn bè đặt mua các loại sản phẩm trên tiki nhiều hơn nhé",5
,Hài lòng,"Sản phẩm đúng mô tả, chất lượng đủ dùng cho máy phụ. Dịch vụ tiki vẫn luôn tốt.",4
,Cực kì hài lòng,"Sản phẩm tốt, dễ sử dụng, chạy mượt, không bị đơ, chụp ảnh rõ nét. Lần sau Itel có sản phẩm mới thì mình sẽ tiếp tục ủng hộ.",5
,Rất không hài lòng,"Báo lỗi mic khi gọi zalo, quá thất vọng",1
,Không hài lòng,"RAM 8G+ 8Gb mà giật lag như 4G, chả hiểu nổi. Tôi chỉ đánh giá 2 sao vì điều này ảnh hưởng rất nhiều.",2
,Hài lòng,Điện thoại ổn. Trong mức giá vậy là quá ổn rồi,4
,Cực kì hài lòng,"Máy đẹp, săn được sale giá rẻ, thanks shop",5
,Cực kì hài lòng,"Camera chụp hình đẹp , bộ nhớ lớn",5
,Cực kì hài lòng,,5
,Hài lòng,Ok,4
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,Hàng đúng như mô tả,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,sản phẩm tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Không hài lòng,"Thấy review cũng ngon lành mua nhưng xài những ứng dụng như face, zalo, mess đều có lỗi.
Kiểu đơ lag vậy ạ",2
,Cực kì hài lòng,"TIKI,giao máy điện thoại itel s23 ,sử dụng rất tốt,máy ngoại hình đẹp,lần sau tôi sẽ giới thiệu bạn bè đặt mua các loại sản phẩm trên tiki nhiều hơn nhé",5
,Hài lòng,"Sản phẩm đúng mô tả, chất lượng đủ dùng cho máy phụ. Dịch vụ tiki vẫn luôn tốt.",4
,Cực kì hài lòng,"Sản phẩm tốt, dễ sử dụng, chạy mượt, không bị đơ, chụp ảnh rõ nét. Lần sau Itel có sản phẩm mới thì mình sẽ tiếp tục ủng hộ.",5
,Rất không hài lòng,"Báo lỗi mic khi gọi zalo, quá thất vọng",1
,Không hài lòng,"RAM 8G+ 8Gb mà giật lag như 4G, chả hiểu nổi. Tôi chỉ đánh giá 2 sao vì điều này ảnh hưởng rất nhiều.",2
,Hài lòng,Điện thoại ổn. Trong mức giá vậy là quá ổn rồi,4
,Cực kì hài lòng,"Máy đẹp, săn được sale giá rẻ, thanks shop",5
,Cực kì hài lòng,"Camera chụp hình đẹp , bộ nhớ lớn",5
,Cực kì hài lòng,,5
,Hài lòng,Ok,4
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,Hàng đúng như mô tả,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,sản phẩm tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,"Điện thoại đã kích hoạt bảo hành, điện thoại đang dùng bình thường nhưng ko hiểu sao số IMEI khi xem trên điện thoại ko trùng với số IMEI dán trên hộp, đã gọi cho shop phản ánh nhưng hơn 3 ngày shop ko phản hồi",4
,Cực kì hài lòng,"Sài khá hơn Samsung A03 core, gọn gàng hơn chạy khá hơn, camera dùng ổn cầm cũng hơi khá vừa tay(hơn lớn tý).",5
,Cực kì hài lòng,Truoc mắt tháy ổn camera rõ có quay video mà k úp lên đc,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Vận chuyển đúng thời gian. Máy ổn, hộp sạc đầy đủ.",5
,Cực kì hài lòng,"Ok , rất đẹp",5
,Cực kì hài lòng,,5
,Bình thường,May không nhận dien được khuôn mặt. Kết noi wifi yếu,3
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,"Điện thoại đã kích hoạt bảo hành, điện thoại đang dùng bình thường nhưng ko hiểu sao số IMEI khi xem trên điện thoại ko trùng với số IMEI dán trên hộp, đã gọi cho shop phản ánh nhưng hơn 3 ngày shop ko phản hồi",4
,Cực kì hài lòng,"Sài khá hơn Samsung A03 core, gọn gàng hơn chạy khá hơn, camera dùng ổn cầm cũng hơi khá vừa tay(hơn lớn tý).",5
,Cực kì hài lòng,Truoc mắt tháy ổn camera rõ có quay video mà k úp lên đc,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Vận chuyển đúng thời gian. Máy ổn, hộp sạc đầy đủ.",5
,Cực kì hài lòng,"Ok , rất đẹp",5
,Cực kì hài lòng,,5
,Bình thường,May không nhận dien được khuôn mặt. Kết noi wifi yếu,3
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Rất không hài lòng,"Mua hàng từ hôm 11/11 rồi nhưng bây giờ mới đánh giá. Cho 1 sao tại vì thời gian giao hàng lâu, đợi cả tuần mới nhận được. Tưởng là gửi hàng từ miền nam ra miền bắc thường lâu như vậy tại vì cũng đã từng mua đồng hồ của tgdd và cũng mất 1 tuần mới nhận được, mua thuốc của Long Châu vận chuyển từ nam ra bắc cũng lâu như vậy. Ai ngờ dạo này đặt 3 đơn bên *** cũng là vận chuyển từ nam ra bắc mà 2 đơn 3 ngày đã nhận được, 1 đơn thì 4 ngày. Cảm giác mất cả tuần trời ngóng món hàng mình mua cực kỳ 😡",1
,Cực kì hài lòng,Tiếc là không mua được màu Pink. Đành phải mua màu blue. Chứ màu pink thì ngon quá ạ. Mong tiki độ mua cho vài con pink ạ. Màu pink thì đẹp mê,5
,Hài lòng,"Vẫn rất tin tưởng Tiki nên mua iPhone, iPad đều mua ở TIKI.
Tuy nhiên Tiki cần chú ý phần đóng gói và vận chuyển hàng. Thực sự là nhìn chán luôn, hàng giá trị cao nhưng chuyển từ SG ra HN thì hộp dùng loại không vuông,  bị bẹp, may mà có phao chống va đập. 
 Các hàng loại này nên đóng gói  ghép với nhau lúc vận chuyển để bên vận chuyển chú ý hơn và bảo quản tốt hơn.
Cho 4* thôi vậy",4
,Cực kì hài lòng,"OK, gói quà đẹp, người nhận quà rất là thích. Đây là điểm khác biệt của TIKI. Tuy nhiên bên trong hộp quà con đơn điệu quá, phải chi trang trí thêm 1 số thứ linh tinh khác thì hộp quà sẽ đẹp hơn.",5
,Không hài lòng,Sản phẩm ok. Tuy nhiên Tiki không hỗ trợ triệt để doanh nghiệp xuất hóa đơn đỏ với đơn hàng trên 20M.,2
,Cực kì hài lòng,Mua tiki nhiều lần goy giao hàng đúng giờ. Đóng gói đẹp. 5*,5
,Cực kì hài lòng,Giao hàng nhanh!,5
,Cực kì hài lòng,Vượt hơn mong đợi. Nên mua nhé,5
,Cực kì hài lòng,"Đóng gói cẩn thận, giao hàng nhanh",5
,Cực kì hài lòng,tuyệt vời sp tốt hihihihihihi,5
,Cực kì hài lòng,Hàng chính hãng. Giao hàng nhanh,5
,Cực kì hài lòng,Giao nhanh và hàng xịn,5
,Cực kì hài lòng,"Màu siêu ngọt ngào, giao hàng rất nhanh chóng",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Rất không hài lòng,"Mua hàng từ hôm 11/11 rồi nhưng bây giờ mới đánh giá. Cho 1 sao tại vì thời gian giao hàng lâu, đợi cả tuần mới nhận được. Tưởng là gửi hàng từ miền nam ra miền bắc thường lâu như vậy tại vì cũng đã từng mua đồng hồ của tgdd và cũng mất 1 tuần mới nhận được, mua thuốc của Long Châu vận chuyển từ nam ra bắc cũng lâu như vậy. Ai ngờ dạo này đặt 3 đơn bên *** cũng là vận chuyển từ nam ra bắc mà 2 đơn 3 ngày đã nhận được, 1 đơn thì 4 ngày. Cảm giác mất cả tuần trời ngóng món hàng mình mua cực kỳ 😡",1
,Cực kì hài lòng,Tiếc là không mua được màu Pink. Đành phải mua màu blue. Chứ màu pink thì ngon quá ạ. Mong tiki độ mua cho vài con pink ạ. Màu pink thì đẹp mê,5
,Hài lòng,"Vẫn rất tin tưởng Tiki nên mua iPhone, iPad đều mua ở TIKI.
Tuy nhiên Tiki cần chú ý phần đóng gói và vận chuyển hàng. Thực sự là nhìn chán luôn, hàng giá trị cao nhưng chuyển từ SG ra HN thì hộp dùng loại không vuông,  bị bẹp, may mà có phao chống va đập. 
 Các hàng loại này nên đóng gói  ghép với nhau lúc vận chuyển để bên vận chuyển chú ý hơn và bảo quản tốt hơn.
Cho 4* thôi vậy",4
,Cực kì hài lòng,"OK, gói quà đẹp, người nhận quà rất là thích. Đây là điểm khác biệt của TIKI. Tuy nhiên bên trong hộp quà con đơn điệu quá, phải chi trang trí thêm 1 số thứ linh tinh khác thì hộp quà sẽ đẹp hơn.",5
,Không hài lòng,Sản phẩm ok. Tuy nhiên Tiki không hỗ trợ triệt để doanh nghiệp xuất hóa đơn đỏ với đơn hàng trên 20M.,2
,Cực kì hài lòng,Mua tiki nhiều lần goy giao hàng đúng giờ. Đóng gói đẹp. 5*,5
,Cực kì hài lòng,Giao hàng nhanh!,5
,Cực kì hài lòng,Vượt hơn mong đợi. Nên mua nhé,5
,Cực kì hài lòng,"Đóng gói cẩn thận, giao hàng nhanh",5
,Cực kì hài lòng,tuyệt vời sp tốt hihihihihihi,5
,Cực kì hài lòng,Hàng chính hãng. Giao hàng nhanh,5
,Cực kì hài lòng,Giao nhanh và hàng xịn,5
,Cực kì hài lòng,"Màu siêu ngọt ngào, giao hàng rất nhanh chóng",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
